preCost,cost,itemDescription
0.173,1.73,rolls/buns
0.343,3.43,bottled beer
0.789,7.89,margarine
0.344,3.44,soft cheese
0.883,8.83,pip fruit
0.772,7.72,hamburger meat
0.092,0.92,tropical fruit
0.169,1.69,rolls/buns
0.343,3.43,coffee
0.361,3.61,canned beer
0.796,7.96,canned beer
0.1,1,UHT-milk
0.726,7.26,other vegetables
0.202,2.02,onions
0.985,9.85,other vegetables
0.094,0.94,beverages
0.946,9.46,soda
0.62,6.2,chocolate
0.356,3.56,long life bakery product
0.23,2.3,fruit/vegetable juice
0.368,3.68,long life bakery product
0.328,3.28,UHT-milk
0.845,8.45,pork
0.562,5.62,white bread
0.266,2.66,pip fruit
0.924,9.24,other vegetables
0.122,1.22,rolls/buns
0.434,4.34,newspapers
0.599,5.99,margarine
0.983,9.83,dessert
0.221,2.21,root vegetables
0.036,0.36,rolls/buns
0.363,3.63,other vegetables
0.204,2.04,other vegetables
0.531,5.31,citrus fruit
0.529,5.29,pip fruit
0.308,3.08,other vegetables
0.479,4.79,rolls/buns
0.526,5.26,canned beer
0.064,0.64,frozen vegetables
0.299,2.99,pip fruit
0.971,9.71,yogurt
0.486,4.86,citrus fruit
0.219,2.19,rolls/buns
0.205,2.05,waffles
0.068,0.68,yogurt
0.829,8.29,pip fruit
0.726,7.26,yogurt
0.178,1.78,coffee
0.324,3.24,other vegetables
0.264,2.64,onions
0.649,6.49,other vegetables
0.894,8.94,soda
0.14,1.4,berries
0.271,2.71,other vegetables
0.608,6.08,sausage
0.796,7.96,butter
0.497,4.97,pip fruit
0.036,0.36,tropical fruit
0.485,4.85,citrus fruit
0.643,6.43,rolls/buns
0.521,5.21,rolls/buns
0.845,8.45,berries
0.296,2.96,whole milk
0.365,3.65,tropical fruit
0.896,8.96,pip fruit
0.619,6.19,whole milk
0.053,0.53,rolls/buns
0.651,6.51,beef
0.767,7.67,rolls/buns
0.201,2.01,bottled beer
0.891,8.91,root vegetables
0.926,9.26,hamburger meat
0.94,9.4,citrus fruit
0.088,0.88,curd
0.836,8.36,other vegetables
0.506,5.06,other vegetables
0.209,2.09,soda
0.334,3.34,white bread
0.581,5.81,root vegetables
0.292,2.92,root vegetables
0.715,7.15,pork
0.482,4.82,whole milk
0.361,3.61,candy
0.475,4.75,tropical fruit
0.432,4.32,citrus fruit
0.188,1.88,other vegetables
0.348,3.48,oil
0.622,6.22,herbs
0.367,3.67,meat
0.867,8.67,rolls/buns
0.022,0.22,pork
0.225,2.25,whole milk
0.771,7.71,whole milk
0.829,8.29,white wine
0.935,9.35,liquor
0.668,6.68,cleaner
0.776,7.76,nut snack
0.49,4.9,specialty bar
0.49,4.9,butter
0.427,4.27,domestic eggs
0.582,5.82,white bread
0.407,4.07,whole milk
0.954,9.54,white bread
0.091,0.91,whipped/sour cream
0.167,1.67,soda
0.906,9.06,frozen dessert
0.294,2.94,domestic eggs
0.711,7.11,butter
0.863,8.63,hamburger meat
0.713,7.13,long life bakery product
0.459,4.59,other vegetables
0.743,7.43,pastry
0.276,2.76,tropical fruit
0.581,5.81,soda
0.466,4.66,roll products
0.315,3.15,baking powder
0.383,3.83,whole milk
0.827,8.27,whole milk
0.88,8.8,rolls/buns
0.381,3.81,sliced cheese
0.601,6.01,other vegetables
0.868,8.68,UHT-milk
0.984,9.84,curd
0.374,3.74,root vegetables
0.943,9.43,other vegetables
0.961,9.61,other vegetables
0.83,8.3,citrus fruit
0.091,0.91,newspapers
0.78,7.8,tropical fruit
0.462,4.62,whole milk
0.059,0.59,hygiene articles
0.732,7.32,pastry
0.379,3.79,pastry
0.481,4.81,pip fruit
0.243,2.43,specialty cheese
0.741,7.41,white bread
0.603,6.03,rolls/buns
0.711,7.11,whole milk
0.612,6.12,soda
0.355,3.55,grapes
0.434,4.34,bottled water
0.483,4.83,whole milk
0.534,5.34,citrus fruit
0.595,5.95,specialty chocolate
0.653,6.53,baking powder
0.002,0.02,tropical fruit
0.377,3.77,mayonnaise
0.576,5.76,cream cheese
0.548,5.48,meat
0.897,8.97,UHT-milk
0.838,8.38,frozen fish
0.532,5.32,meat
0.213,2.13,citrus fruit
0.812,8.12,pip fruit
0.959,9.59,UHT-milk
0.76,7.6,bottled water
0.631,6.31,house keeping products
0.625,6.25,rolls/buns
0.913,9.13,sugar
0.821,8.21,dessert
0.211,2.11,root vegetables
0.417,4.17,yogurt
0.06,0.6,whole milk
0.149,1.49,citrus fruit
0.217,2.17,napkins
0.533,5.33,dessert
0.727,7.27,citrus fruit
0.922,9.22,sausage
0.689,6.89,canned beer
0.493,4.93,rice
0.806,8.06,butter
0.255,2.55,root vegetables
0.759,7.59,coffee
0.584,5.84,butter milk
0.755,7.55,root vegetables
0.337,3.37,other vegetables
0.5,5,grapes
0.108,1.08,brown bread
0.755,7.55,rolls/buns
0.88,8.8,shopping bags
0.269,2.69,other vegetables
0.29,2.9,pip fruit
0.656,6.56,whole milk
0.963,9.63,yogurt
0.146,1.46,newspapers
0.201,2.01,whole milk
0.869,8.69,pip fruit
0.109,1.09,napkins
0.498,4.98,organic sausage
0.807,8.07,red/blush wine
0.759,7.59,butter
0.846,8.46,white wine
0.116,1.16,red/blush wine
0.77,7.7,citrus fruit
0.754,7.54,pork
0.934,9.34,fruit/vegetable juice
0.703,7.03,rolls/buns
0.512,5.12,tropical fruit
0.147,1.47,whole milk
0.504,5.04,pastry
0.156,1.56,beef
0.764,7.64,other vegetables
0.974,9.74,meat spreads
0.578,5.78,whipped/sour cream
0.128,1.28,sliced cheese
0.858,8.58,chicken
0.587,5.87,bottled water
0.041,0.41,pip fruit
0.338,3.38,root vegetables
0.706,7.06,pastry
0.82,8.2,other vegetables
0.565,5.65,dessert
0.45,4.5,brown bread
0.355,3.55,zwieback
0.573,5.73,frozen meals
0.351,3.51,hamburger meat
0.512,5.12,domestic eggs
0.778,7.78,yogurt
0.703,7.03,pork
0.873,8.73,soda
0.733,7.33,whole milk
0.141,1.41,bottled water
0.465,4.65,curd
0.24,2.4,butter
0.77,7.7,packaged fruit/vegetables
0.905,9.05,margarine
0.557,5.57,tropical fruit
0.296,2.96,meat
0.646,6.46,yogurt
0.114,1.14,pork
0.357,3.57,tropical fruit
0.437,4.37,citrus fruit
0.249,2.49,whole milk
0.215,2.15,liquor (appetizer)
0.044,0.44,berries
0.745,7.45,curd
0.823,8.23,whole milk
0.036,0.36,hamburger meat
0.313,3.13,beef
0.888,8.88,pip fruit
0.061,0.61,other vegetables
0.23,2.3,hamburger meat
0.316,3.16,rolls/buns
0.001,0.01,bottled water
0.687,6.87,pastry
0.775,7.75,butter
0.017,0.17,ham
0.859,8.59,whole milk
0.336,3.36,canned beer
0.557,5.57,tropical fruit
0.202,2.02,pip fruit
0.131,1.31,soda
0.82,8.2,bottled beer
0.783,7.83,other vegetables
0.374,3.74,pip fruit
0.856,8.56,root vegetables
0.557,5.57,pip fruit
0.729,7.29,napkins
0.049,0.49,curd
0.981,9.81,female sanitary products
0.68,6.8,whipped/sour cream
0.245,2.45,other vegetables
0.323,3.23,berries
0.63,6.3,whole milk
0.58,5.8,whole milk
0.502,5.02,brown bread
0.316,3.16,specialty chocolate
0.442,4.42,coffee
0.063,0.63,pot plants
0.793,7.93,frozen meals
0.857,8.57,specialty chocolate
0.857,8.57,sugar
0.13,1.3,roll products
0.499,4.99,whipped/sour cream
0.685,6.85,tropical fruit
0.87,8.7,pip fruit
0.077,0.77,margarine
0.364,3.64,bottled water
0.736,7.36,newspapers
0.031,0.31,soda
0.357,3.57,soda
0.659,6.59,rolls/buns
0.881,8.81,soda
0.123,1.23,pip fruit
0.252,2.52,soda
0.665,6.65,root vegetables
0.073,0.73,cake bar
0.753,7.53,soda
0.791,7.91,tropical fruit
0.315,3.15,chocolate
0.604,6.04,other vegetables
0.78,7.8,pot plants
0.767,7.67,domestic eggs
0.109,1.09,pip fruit
0.702,7.02,pork
0.903,9.03,bottled water
0.19,1.9,root vegetables
0.757,7.57,shopping bags
0.674,6.74,berries
0.144,1.44,soda
0.209,2.09,yogurt
0.637,6.37,dessert
0.458,4.58,vinegar
0.577,5.77,domestic eggs
0.152,1.52,pastry
0.798,7.98,canned vegetables
0.638,6.38,whole milk
0.001,0.01,salty snack
0.103,1.03,brown bread
0.795,7.95,frozen vegetables
0.024,0.24,tropical fruit
0.458,4.58,berries
0.149,1.49,pot plants
0.978,9.78,other vegetables
0.509,5.09,yogurt
0.154,1.54,chicken
0.337,3.37,frozen meals
0.405,4.05,chicken
0.55,5.5,vinegar
0.51,5.1,berries
0.257,2.57,other vegetables
0.498,4.98,yogurt
0.771,7.71,soda
0.786,7.86,white bread
0.321,3.21,margarine
0.14,1.4,curd
0.78,7.8,tropical fruit
0.441,4.41,bottled beer
0.173,1.73,grapes
0.908,9.08,sugar
0.012,0.12,onions
0.825,8.25,beef
0.264,2.64,domestic eggs
0.805,8.05,pastry
0.675,6.75,whole milk
0.222,2.22,cream cheese
0.375,3.75,specialty chocolate
0.098,0.98,ice cream
0.001,0.01,liquor
0.26,2.6,onions
0.406,4.06,citrus fruit
0.221,2.21,dessert
0.83,8.3,ham
0.68,6.8,other vegetables
0.489,4.89,cat food
0.423,4.23,pip fruit
0.659,6.59,yogurt
0.666,6.66,yogurt
0.151,1.51,whole milk
0.105,1.05,frozen potato products
0.461,4.61,dessert
0.948,9.48,whole milk
0.37,3.7,pork
0.247,2.47,margarine
0.567,5.67,chewing gum
0.929,9.29,specialty bar
0.579,5.79,canned beer
0.181,1.81,onions
0.154,1.54,specialty fat
0.999,9.99,tropical fruit
0.537,5.37,chocolate
0.691,6.91,citrus fruit
0.889,8.89,margarine
0.769,7.69,dessert
0.059,0.59,whole milk
0.222,2.22,brown bread
0.409,4.09,canned beer
0.805,8.05,pastry
0.015,0.15,yogurt
0.519,5.19,brown bread
0.46,4.6,root vegetables
0.235,2.35,chocolate
0.83,8.3,whole milk
0.765,7.65,canned beer
0.871,8.71,ham
0.187,1.87,chicken
0.966,9.66,root vegetables
0.714,7.14,rolls/buns
0.668,6.68,yogurt
0.541,5.41,whole milk
0.451,4.51,soda
0.367,3.67,ice cream
0.065,0.65,mayonnaise
0.671,6.71,tropical fruit
0.557,5.57,pip fruit
0.297,2.97,butter milk
0.24,2.4,sugar
0.133,1.33,rolls/buns
0.916,9.16,bottled beer
0.344,3.44,whole milk
0.098,0.98,soda
0.378,3.78,other vegetables
0.655,6.55,hard cheese
0.929,9.29,butter milk
0.208,2.08,soda
0.17,1.7,fruit/vegetable juice
0.825,8.25,sweet spreads
0.439,4.39,onions
0.717,7.17,pip fruit
0.125,1.25,pastry
0.325,3.25,canned beer
0.428,4.28,whole milk
0.017,0.17,bottled beer
0.431,4.31,white bread
0.877,8.77,whole milk
0.003,0.03,tropical fruit
0.897,8.97,other vegetables
0.893,8.93,pip fruit
0.207,2.07,bottled water
0.054,0.54,rolls/buns
0.684,6.84,whole milk
0.531,5.31,rolls/buns
0.735,7.35,other vegetables
0.641,6.41,whole milk
0.589,5.89,beef
0.547,5.47,whole milk
0.431,4.31,cat food
0.006,0.06,sausage
0.129,1.29,beef
0.954,9.54,ham
0.629,6.29,soda
0.637,6.37,canned beer
0.682,6.82,whole milk
0.767,7.67,onions
0.879,8.79,onions
0.54,5.4,tidbits
0.016,0.16,whole milk
0.356,3.56,whole milk
0.885,8.85,bottled beer
0.988,9.88,citrus fruit
0.349,3.49,fruit/vegetable juice
0.588,5.88,white bread
0.567,5.67,soda
0.497,4.97,domestic eggs
0.926,9.26,spread cheese
0.103,1.03,other vegetables
0.943,9.43,grapes
0.479,4.79,semi-finished bread
0.39,3.9,other vegetables
0.763,7.63,misc. beverages
0.917,9.17,beef
0.885,8.85,tropical fruit
0.092,0.92,other vegetables
0.004,0.04,beef
0.155,1.55,rolls/buns
0.036,0.36,frozen potato products
0.145,1.45,beef
0.419,4.19,bottled beer
0.1,1,onions
0.567,5.67,soda
0.511,5.11,vinegar
0.878,8.78,nuts/prunes
0.04,0.4,dessert
0.096,0.96,sausage
0.309,3.09,rum
0.976,9.76,meat
0.453,4.53,cream cheese
0.461,4.61,hamburger meat
0.499,4.99,yogurt
0.798,7.98,hamburger meat
0.723,7.23,pastry
0.786,7.86,pip fruit
0.211,2.11,rolls/buns
0.811,8.11,pork
0.264,2.64,male cosmetics
0.331,3.31,citrus fruit
0.893,8.93,tea
0.629,6.29,newspapers
0.144,1.44,tropical fruit
0.149,1.49,herbs
0.307,3.07,zwieback
0.318,3.18,tropical fruit
0.907,9.07,beverages
0.703,7.03,napkins
0.46,4.6,whole milk
0.312,3.12,rolls/buns
0.907,9.07,whipped/sour cream
0.283,2.83,beverages
0.863,8.63,other vegetables
0.595,5.95,beef
0.487,4.87,fruit/vegetable juice
0.682,6.82,hamburger meat
0.667,6.67,whole milk
0.142,1.42,root vegetables
0.285,2.85,citrus fruit
0.564,5.64,soda
0.157,1.57,instant coffee
0.979,9.79,whole milk
0.254,2.54,whole milk
0.604,6.04,pastry
0.361,3.61,hard cheese
0.204,2.04,whipped/sour cream
0.615,6.15,whole milk
0.824,8.24,whipped/sour cream
0.466,4.66,root vegetables
0.948,9.48,onions
0.225,2.25,curd
0.953,9.53,soda
0.041,0.41,brown bread
0.081,0.81,liver loaf
0.042,0.42,hamburger meat
0.707,7.07,sausage
0.989,9.89,white bread
0.72,7.2,rolls/buns
0.589,5.89,sausage
0.627,6.27,curd
0.343,3.43,chicken
0.879,8.79,bottled water
0.722,7.22,yogurt
0.116,1.16,bottled water
0.07,0.7,root vegetables
0.088,0.88,rolls/buns
0.444,4.44,other vegetables
0.408,4.08,canned beer
0.732,7.32,butter
0.993,9.93,chocolate
0.165,1.65,ham
0.809,8.09,fruit/vegetable juice
0.084,0.84,whole milk
0.728,7.28,yogurt
0.561,5.61,cat food
0.028,0.28,yogurt
0.199,1.99,beef
0.699,6.99,pip fruit
0.345,3.45,pastry
0.517,5.17,other vegetables
0.309,3.09,ham
0.694,6.94,herbs
0.429,4.29,napkins
0.756,7.56,organic products
0.508,5.08,pip fruit
0.223,2.23,specialty chocolate
0.155,1.55,pastry
0.572,5.72,tropical fruit
0.215,2.15,ice cream
0.272,2.72,soft cheese
0.606,6.06,whipped/sour cream
0.771,7.71,chocolate marshmallow
0.165,1.65,soda
0.067,0.67,decalcifier
0.143,1.43,soda
0.757,7.57,specialty bar
0.373,3.73,other vegetables
0.008,0.08,butter milk
0.86,8.6,other vegetables
0.165,1.65,pip fruit
0.976,9.76,rolls/buns
0.882,8.82,frozen dessert
0.672,6.72,sliced cheese
0.423,4.23,waffles
0.922,9.22,tropical fruit
0.338,3.38,citrus fruit
0.753,7.53,other vegetables
0.278,2.78,bottled beer
0.5,5,yogurt
0.978,9.78,bottled water
0.862,8.62,yogurt
0.557,5.57,whole milk
0.073,0.73,flour
0.298,2.98,other vegetables
0,0,hygiene articles
0.702,7.02,whole milk
0.124,1.24,yogurt
0.826,8.26,citrus fruit
0.588,5.88,rolls/buns
0.45,4.5,yogurt
0.729,7.29,sausage
0.761,7.61,herbs
0.702,7.02,whole milk
0.099,0.99,specialty bar
0.316,3.16,tropical fruit
0.144,1.44,sugar
0.319,3.19,rolls/buns
0.271,2.71,beverages
0.13,1.3,pastry
0.758,7.58,pastry
0.893,8.93,citrus fruit
0.48,4.8,beef
0.526,5.26,other vegetables
0.089,0.89,whole milk
0.016,0.16,rolls/buns
0.58,5.8,yogurt
0.379,3.79,specialty chocolate
0.001,0.01,rolls/buns
0.769,7.69,beverages
0.836,8.36,berries
0.118,1.18,cat food
0.296,2.96,meat
0.45,4.5,processed cheese
0.555,5.55,rolls/buns
0.903,9.03,root vegetables
0.386,3.86,sausage
0.172,1.72,pip fruit
0.127,1.27,root vegetables
0.764,7.64,dish cleaner
0.869,8.69,margarine
0.682,6.82,tropical fruit
0.734,7.34,rolls/buns
0.352,3.52,pork
0.258,2.58,curd
0.581,5.81,rolls/buns
0.027,0.27,candles
0.493,4.93,hamburger meat
0.624,6.24,other vegetables
0.103,1.03,yogurt
0.22,2.2,rolls/buns
0.003,0.03,processed cheese
0.626,6.26,canned beer
0.558,5.58,butter milk
0.558,5.58,pork
0.025,0.25,flour
0.265,2.65,bottled water
0.9,9,soda
0.842,8.42,rolls/buns
0.146,1.46,rolls/buns
0.822,8.22,butter
0.346,3.46,pastry
0.171,1.71,coffee
0.768,7.68,bottled water
0.62,6.2,margarine
0.539,5.39,yogurt
0.9,9,coffee
0.829,8.29,root vegetables
0.956,9.56,root vegetables
0.647,6.47,brown bread
0.751,7.51,citrus fruit
0.607,6.07,fruit/vegetable juice
0.582,5.82,butter
0.256,2.56,bottled water
0.098,0.98,soda
0.211,2.11,rolls/buns
0.34,3.4,fruit/vegetable juice
0.218,2.18,fruit/vegetable juice
0.217,2.17,soda
0.992,9.92,beef
0.75,7.5,UHT-milk
0.884,8.84,soda
0.343,3.43,beef
0.326,3.26,canned beer
0.561,5.61,whole milk
0.095,0.95,rolls/buns
0.946,9.46,whole milk
0.981,9.81,hamburger meat
0.492,4.92,root vegetables
0.571,5.71,tropical fruit
0.907,9.07,yogurt
0.469,4.69,other vegetables
0.315,3.15,root vegetables
0.413,4.13,shopping bags
0.259,2.59,chocolate
0.204,2.04,ham
0.908,9.08,pork
0.043,0.43,frozen fish
0.369,3.69,citrus fruit
0.209,2.09,rolls/buns
0.237,2.37,rolls/buns
0.448,4.48,whole milk
0.502,5.02,other vegetables
0.398,3.98,meat
0.558,5.58,margarine
0.91,9.1,other vegetables
0.784,7.84,tropical fruit
0.177,1.77,root vegetables
0.987,9.87,yogurt
0.709,7.09,domestic eggs
0.206,2.06,root vegetables
0.533,5.33,spread cheese
0.563,5.63,hygiene articles
0.505,5.05,herbs
0.299,2.99,chocolate
0.842,8.42,cat food
0.126,1.26,frozen vegetables
0.597,5.97,pastry
0.042,0.42,misc. beverages
0.195,1.95,tea
0.418,4.18,curd
0.824,8.24,pip fruit
0.634,6.34,whole milk
0.946,9.46,candy
0.605,6.05,soda
0.191,1.91,waffles
0.347,3.47,yogurt
0.859,8.59,candy
0.693,6.93,root vegetables
0.856,8.56,whole milk
0.317,3.17,yogurt
0.342,3.42,tropical fruit
0.8,8,onions
0.969,9.69,whipped/sour cream
0.23,2.3,ham
0.304,3.04,liquor
0.12,1.2,cream cheese
0.88,8.8,whole milk
0.817,8.17,oil
0.043,0.43,pip fruit
0.36,3.6,brown bread
0.545,5.45,whole milk
0.883,8.83,yogurt
0.11,1.1,sliced cheese
0.717,7.17,frozen fish
0.635,6.35,tea
0.958,9.58,whipped/sour cream
0.184,1.84,whole milk
0.435,4.35,rolls/buns
0.825,8.25,whole milk
0.67,6.7,coffee
0.347,3.47,pastry
0.44,4.4,oil
0.729,7.29,rolls/buns
0.395,3.95,photo/film
0.078,0.78,pip fruit
0.161,1.61,yogurt
0.256,2.56,beef
0.655,6.55,pip fruit
0.205,2.05,citrus fruit
0.434,4.34,root vegetables
0.575,5.75,canned beer
0.155,1.55,citrus fruit
0.744,7.44,domestic eggs
0.105,1.05,yogurt
0.994,9.94,domestic eggs
0.946,9.46,zwieback
0.745,7.45,yogurt
0.299,2.99,tropical fruit
0.542,5.42,coffee
0.357,3.57,honey
0.52,5.2,other vegetables
0.541,5.41,spread cheese
0.042,0.42,sausage
0.151,1.51,soda
0.893,8.93,beverages
0.474,4.74,beef
0.453,4.53,napkins
0.113,1.13,white bread
0.013,0.13,whole milk
0.716,7.16,pork
0.774,7.74,pip fruit
0.862,8.62,other vegetables
0.821,8.21,tropical fruit
0.761,7.61,rolls/buns
0.666,6.66,citrus fruit
0.003,0.03,butter
0.806,8.06,other vegetables
0.933,9.33,tropical fruit
0.332,3.32,white wine
0.246,2.46,domestic eggs
0.935,9.35,dessert
0.129,1.29,pip fruit
0.752,7.52,other vegetables
0.276,2.76,beef
0.185,1.85,newspapers
0.937,9.37,other vegetables
0.266,2.66,nuts/prunes
0.611,6.11,other vegetables
0.864,8.64,tropical fruit
0.925,9.25,white wine
0.805,8.05,ice cream
0.196,1.96,chicken
0.069,0.69,whipped/sour cream
0.41,4.1,root vegetables
0.565,5.65,hard cheese
0.001,0.01,other vegetables
0.711,7.11,citrus fruit
0.891,8.91,misc. beverages
0.635,6.35,frozen meals
0.66,6.6,yogurt
0.784,7.84,fruit/vegetable juice
0.775,7.75,herbs
0.675,6.75,curd
0.716,7.16,tropical fruit
0.268,2.68,rolls/buns
0.804,8.04,citrus fruit
0.32,3.2,pip fruit
0.066,0.66,soda
0.916,9.16,root vegetables
0.485,4.85,citrus fruit
0.178,1.78,UHT-milk
0.504,5.04,butter
0.131,1.31,citrus fruit
0.869,8.69,citrus fruit
0.467,4.67,soda
0.815,8.15,whole milk
0.261,2.61,other vegetables
0.031,0.31,root vegetables
0.063,0.63,citrus fruit
0.249,2.49,whole milk
0.225,2.25,sugar
0.876,8.76,hamburger meat
0.484,4.84,other vegetables
0.941,9.41,ham
0.697,6.97,white bread
0.894,8.94,beef
0.992,9.92,mustard
0.208,2.08,rolls/buns
0.674,6.74,rolls/buns
0.538,5.38,sugar
0.87,8.7,pip fruit
0.052,0.52,pastry
0.107,1.07,rolls/buns
0.213,2.13,hard cheese
0.175,1.75,root vegetables
0.305,3.05,soda
0.857,8.57,yogurt
0.012,0.12,rolls/buns
0.127,1.27,whole milk
0.115,1.15,beef
0.762,7.62,whole milk
0.317,3.17,yogurt
0.815,8.15,rolls/buns
0.059,0.59,pip fruit
0.75,7.5,canned fish
0.873,8.73,soft cheese
0.384,3.84,other vegetables
0.63,6.3,hamburger meat
0.577,5.77,other vegetables
0.001,0.01,curd
0.54,5.4,hamburger meat
0.96,9.6,pip fruit
0.998,9.98,whole milk
0.34,3.4,other vegetables
0.121,1.21,rolls/buns
0.278,2.78,onions
0.837,8.37,bottled water
0.355,3.55,tropical fruit
0.133,1.33,soda
0.116,1.16,frozen vegetables
0.56,5.6,brown bread
0.39,3.9,rolls/buns
0.84,8.4,frozen vegetables
0.81,8.1,other vegetables
0.412,4.12,chewing gum
0.161,1.61,liquor (appetizer)
0.43,4.3,pork
0.1,1,bottled beer
0.776,7.76,canned beer
0.158,1.58,grapes
0.253,2.53,pork
0.738,7.38,citrus fruit
0.909,9.09,butter milk
0.06,0.6,rolls/buns
0.298,2.98,herbs
0.756,7.56,rolls/buns
0.374,3.74,other vegetables
0.026,0.26,candy
0.883,8.83,fruit/vegetable juice
0.646,6.46,whole milk
0.75,7.5,white bread
0.094,0.94,fruit/vegetable juice
0.386,3.86,newspapers
0.774,7.74,salty snack
0.904,9.04,coffee
0.187,1.87,citrus fruit
0.82,8.2,root vegetables
0.866,8.66,soda
0.376,3.76,pip fruit
0.176,1.76,finished products
0.569,5.69,fruit/vegetable juice
0.285,2.85,cream cheese
0.102,1.02,domestic eggs
0.655,6.55,other vegetables
0.03,0.3,other vegetables
0.977,9.77,soda
0.92,9.2,coffee
0.732,7.32,sausage
0.384,3.84,yogurt
0.788,7.88,rolls/buns
0.666,6.66,rolls/buns
0.387,3.87,pork
0.12,1.2,newspapers
0.653,6.53,citrus fruit
0.212,2.12,hygiene articles
0.463,4.63,sausage
0.791,7.91,bottled beer
0.683,6.83,other vegetables
0.256,2.56,root vegetables
0.055,0.55,pastry
0.886,8.86,male cosmetics
0.674,6.74,turkey
0.713,7.13,soda
0.967,9.67,pastry
0.562,5.62,tropical fruit
0.698,6.98,whole milk
0.322,3.22,chicken
0.952,9.52,beverages
0.707,7.07,bottled water
0.949,9.49,liver loaf
0.344,3.44,soda
0.514,5.14,frozen vegetables
0.502,5.02,curd
0.037,0.37,yogurt
0.609,6.09,whole milk
0.4,4,rolls/buns
0.749,7.49,tropical fruit
0.038,0.38,yogurt
0.84,8.4,root vegetables
0.089,0.89,root vegetables
